frequency,amplitude
0.0,0.0
0.01975427666056608,0.4654874023358132
0.03950855332113216,0.5679908743382998
0.05926282998169824,0.5370353709663573
0.07901710664226431,0.5119585222269224
0.0987713833028304,0.59850614109069
0.11852565996339648,0.6924730086453078
0.13827993662396257,0.6375203853132336
0.15803421328452863,0.5980675480360295
0.17778848994509472,0.6363324046787125
0.1975427666056608,0.6292365945496821
0.21729704326622687,0.6001188989317525
0.23705131992679296,0.5450679221179685
0.256805596587359,0.5952790235469826
0.27655987324792514,0.6008105925910202
0.2963141499084912,0.5438558442759968
0.31606842656905726,0.5422044407616607
0.3358227032296234,0.6045228861591053
0.35557697989018944,0.5753877460732629
0.3753312565507555,0.5252604269849979
0.3950855332113216,0.5083052448148354
0.4148398098718877,0.5958593629834208
0.43459408653245374,0.5145057500654101
0.45434836319301986,0.5687581534504283
0.4741026398535859,0.512475889649132
0.493856916514152,0.4868063627404616
0.513611193174718,0.5206463973088675
0.5333654698352842,0.5013698275612182
0.5531197464958503,0.49975620023803075
0.5728740231564163,0.49423125005523694
0.5926282998169824,0.4502403354484728
0.6123825764775485,0.49198068332150086
0.6321368531381145,0.46281496287589907
0.6518911297986807,0.41856322111905375
0.6716454064592468,0.4018565419732663
0.6913996831198128,0.43438245153514443
0.7111539597803789,0.4072176263352374
0.7309082364409449,0.37231907163805306
0.750662513101511,0.32232668575198475
0.7704167897620772,0.3506079923462467
0.7901710664226432,0.3494067673079048
0.8099253430832093,0.30104814620835424
0.8296796197437754,0.28447247167417783
0.8494338964043414,0.2795532878836044
0.8691881730649075,0.2838280351249935
0.8889424497254736,0.30475691205421523
0.9086967263860397,0.2318670853384913
0.9284510030466058,0.26305883175638367
0.9482052797071718,0.2675306167721736
0.9679595563677379,0.2289848609846897
0.987713833028304,0.1180984809973786
1.00746810968887,0.19508877293454693
1.027222386349436,0.1399034107740559
1.0469766630100024,0.14493155807818808
1.0667309396705684,0.12776681908963208
1.0864852163311345,0.1831174989949607
1.1062394929917005,0.18657778461929184
1.1259937696522666,0.11547429350400111
1.1457480463128327,0.10466380187533829
1.1655023229733987,0.10137421689216775
1.1852565996339648,0.01823914100883982
1.2050108762945309,0.02987073312076196
1.224765152955097,0.06681057312141309
1.244519429615663,0.036584685075408754
1.264273706276229,0.07942319569320144
1.2840279829367953,0.07505045483000457
1.3037822595973614,0.11968896286740623
1.3235365362579274,0.05355517294316599
1.3432908129184935,0.04624723175616701
1.3630450895790596,0.021756640246114543
1.3827993662396256,0.06156736657582367
1.4025536429001917,0.025517474177103355
1.4223079195607577,0.04957530671714237
1.4420621962213238,0.07554164246093854
1.4618164728818899,0.06753169463239575
1.481570749542456,0.013183964336251231
1.501325026203022,0.07581961505314133
1.5210793028635883,0.10543808951202291
1.5408335795241543,0.10991920766505563
1.5605878561847204,0.11585507687569396
1.5803421328452865,0.11862823573734585
