frequency,amplitude
0.0,0.0
0.01181192972995336,0.11681938668201068
0.02362385945990672,0.03692603767347031
0.03543578918986008,0.03480799993875989
0.04724771891981344,0.028480347842426004
0.0590596486497668,0.026757467018542883
0.07087157837972016,0.020092583833742267
0.08268350810967352,0.005075756084650999
0.09449543783962688,0.006457818335999343
0.10630736756958024,0.00778561518889317
0.1181192972995336,0.006264900833727855
0.12993122702948698,0.008492059963560138
0.14174315675944033,0.009903570095305523
0.1535550864893937,0.008330913820300956
0.16536701621934705,0.007234406893453209
0.17717894594930042,0.005188668390895474
0.18899087567925377,0.004603216254027502
0.20080280540920714,0.004310809421828985
0.2126147351391605,0.004981097608806737
0.22442666486911386,0.005193111021150755
0.2362385945990672,0.0039572318092476804
0.24805052432902058,0.003323271977288475
0.25986245405897396,0.003705243076143805
0.2716743837889273,0.0036750590539447237
0.28348631351888065,0.003962923308830213
0.295298243248834,0.004222172749636838
0.3071101729787874,0.003467321277839726
0.3189221027087408,0.003069622783476831
0.3307340324386941,0.003181900603512578
0.34254596216864747,0.0029808884414610206
0.35435789189860084,0.0031613345011338766
0.3661698216285542,0.0035053914217438487
0.37798175135850753,0.003496918306141381
0.3897936810884609,0.0033405817932461697
0.4016056108184143,0.0029085740788025644
0.41341754054836766,0.0027727163920851544
0.425229470278321,0.002510550297376981
0.43704140000827435,0.002489602313699735
0.4488533297382277,0.002744774113231267
0.4606652594681811,0.0026019684764866727
0.4724771891981344,0.002237834504295266
0.4842891189280878,0.0019577934468161485
0.49610104865804117,0.0018321774576502223
0.5079129783879945,0.0018170320545184337
0.5197249081179479,0.0019064459698718184
0.5315368378479013,0.0021571463330891483
0.5433487675778546,0.002137759653482107
0.5551606973078079,0.002085826777025182
0.5669726270377613,0.002004421450071581
0.5787845567677147,0.0018427402874091395
0.590596486497668,0.0014904088276925696
0.6024084162276214,0.0015383699973561197
0.6142203459575748,0.001495102980330925
0.6260322756875282,0.00159170393006438
0.6378442054174815,0.0015890421102858026
0.6496561351474348,0.001511589872564348
0.6614680648773882,0.0014119490915415964
0.6732799946073416,0.0012431406059834917
0.6850919243372949,0.0011440253551747528
0.6969038540672483,0.0009874776427370258
0.7087157837972017,0.0008233100026410762
0.7205277135271551,0.0008621914382983871
0.7323396432571084,0.0010233694714069422
0.7441515729870617,0.0010715534713556503
0.7559635027170151,0.0010278358003889057
0.7677754324469684,0.001069000127024367
0.7795873621769218,0.00102855326348842
0.7913992919068752,0.000967216728285384
0.8032112216368286,0.0009569332721360977
0.8150231513667819,0.0009738051993776892
0.8268350810967353,0.0009445244728877115
0.8386470108266887,0.000945631999864419
0.850458940556642,0.0009618862602245267
0.8622708702865953,0.0009937987418734916
0.8740828000165487,0.0009824639256888878
0.8858947297465021,0.0010139237978405021
0.8977066594764554,0.0008844462640789526
0.9095185892064088,0.0007886006666576645
0.9213305189363622,0.0007657494303648068
0.9331424486663156,0.0006876174128217386
0.9449543783962688,0.0006760283411616552
0.9567663081262223,0.0006357170024873154
0.9685782378561756,0.0006318928761317742
0.9803901675861291,0.0006190294541360066
0.9922020973160823,0.0006178977648329326
1.0040140270460358,0.0006753146363046477
1.015825956775989,0.000711685066664394
1.0276378865059426,0.0007054956981370138
1.0394498162358958,0.0006479095854213368
1.0512617459658493,0.0005961678959869912
1.0630736756958026,0.0006189704709867801
1.074885605425756,0.0006387976983040119
1.086697535155709,0.0006136387571496841
1.0985094648856626,0.0005746685820541715
1.1103213946156159,0.0005498638450783649
1.1221333243455693,0.0006136994458504941
1.1339452540755226,0.0006325901892875384
1.145757183805476,0.0005953022238712122
1.1575691135354294,0.0005524890417637625
1.1693810432653828,0.0005178563179582663
1.181192972995336,0.0005001597798371089
1.1930049027252896,0.0005275645621476013
1.2048168324552428,0.0006011343826512113
1.2166287621851963,0.0006084590996197514
1.2284406919151496,0.0006340820554584656
1.240252621645103,0.0006037329110719945
1.2520645513750563,0.0006081318183313453
1.2638764811050098,0.0006241751304719057
1.275688410834963,0.0005963709225910594
1.2875003405649164,0.0005614716024332473
1.2993122702948696,0.0006092456866569568
1.311124200024823,0.0005821054094405633
1.3229361297547764,0.0006390533251799016
1.3347480594847299,0.0006328978653580315
1.3465599892146831,0.0005553437261765577
1.3583719189446366,0.0005316989895832871
1.3701838486745899,0.0005331753968102899
1.3819957784045434,0.0006116743948321651
1.3938077081344966,0.0006385970087961781
1.40561963786445,0.0006427313777827539
1.4174315675944034,0.0006260750686727611
1.4292434973243568,0.000568062455304732
1.4410554270543101,0.0005736917067093903
1.4528673567842636,0.0006092751496280756
1.4646792865142169,0.0006063329642050414
1.4764912162441701,0.0006272336660517928
1.4883031459741234,0.0006388563161308113
1.5001150757040769,0.0005862953322763331
1.5119270054340301,0.0006211855981011977
1.5237389351639836,0.0006402040659342934
1.5355508648939369,0.000615559059726342
1.5473627946238904,0.0005843996257410154
1.5591747243538436,0.0005074044179556481
1.5709866540837971,0.0005254873518714769
1.5827985838137504,0.0005278870693341757
1.5946105135437039,0.000510389806065717
1.6064224432736571,0.0004934950523306404
1.6182343730036106,0.00048070993550332266
1.6300463027335639,0.00042526930351906555
1.6418582324635174,0.0004450332622750081
1.6536701621934706,0.0004527301495864112
1.6654820919234241,0.0004319257703205668
1.6772940216533774,0.00040504989308753133
1.6891059513833306,0.0004283394136669708
1.700917881113284,0.0004156040308762684
1.7127298108432374,0.00046697756320000745
1.7245417405731907,0.00046611417132149947
1.7363536703031441,0.00048018482941585694
1.7481656000330974,0.0004470194051861348
1.7599775297630509,0.00042856425469894145
1.7717894594930041,0.00041480178295733315
1.7836013892229576,0.0003974891418352313
1.795413318952911,0.000422027054215171
1.8072252486828644,0.0003877703262904502
1.8190371784128176,0.00036278906204274857
1.8308491081427711,0.0003724985670784733
1.8426610378727244,0.0003767095054235869
1.8544729676026779,0.0004065525402869172
1.8662848973326311,0.0003804196912254455
1.8780968270625844,0.0003591260678548099
1.8899087567925377,0.00034854749246851643
1.901720686522491,0.00033647651993683707
1.9135326162524446,0.0003585895034738897
1.925344545982398,0.0003988298788991865
1.9371564757123512,0.0003889395712027811
1.9489684054423044,0.00038675417743779607
1.9607803351722581,0.0003675088843940768
1.9725922649022114,0.00037626951386885994
1.9844041946321647,0.0003818810447670176
1.996216124362118,0.0003600656141553248
2.0080280540920716,0.0003836090379916379
2.019839983822025,0.00037476123516240267
2.031651913551978,0.00037648142831274005
2.0434638432819314,0.00040486780337715327
2.055275773011885,0.0003844827644179497
2.0670877027418384,0.00035166212356546025
2.0788996324717917,0.00034190568597831206
2.090711562201745,0.00034921998931464947
2.1025234919316986,0.0003645599267663382
2.114335421661652,0.00041052871930573136
2.126147351391605,0.00038310753348420954
2.1379592811215584,0.000362154097138414
2.149771210851512,0.0003421239555552177
2.1615831405814654,0.00036830797392024486
2.173395070311418,0.00037781577677210246
2.1852070000413715,0.00038561757741733963
2.197018929771325,0.00039523182898840533
2.2088308595012784,0.0003779865522746137
2.2206427892312317,0.00035562259435447654
2.232454718961185,0.00039210497700303425
2.2442666486911387,0.00038966239638121695
2.256078578421092,0.0003669817007999775
2.267890508151045,0.000356333656840121
2.2797024378809985,0.00030582409530864385
2.291514367610952,0.0002983480486021559
2.3033262973409054,0.0003308890430682239
2.3151382270708587,0.00031862983947708264
2.326950156800812,0.0003212023605595724
2.3387620865307657,0.0003001703249598658
2.350574016260719,0.00034209251546949847
2.362385945990672,0.00031984645129302827
2.3741978757206255,0.00034267971055666844
2.386009805450579,0.0003457165448018999
2.3978217351805324,0.0003249407009092228
2.4096336649104857,0.000333568421988537
2.421445594640439,0.00036070701288147636
2.4332575243703927,0.0003458363946284138
2.445069454100346,0.0003528399664311006
2.456881383830299,0.0003731820374635428
2.4686933135602525,0.0003426045502981274
2.480505243290206,0.0003381440896711851
2.4923171730201594,0.00032149970398101784
2.5041291027501127,0.000335979128787729
2.515941032480066,0.000308830633450734
2.5277529622100197,0.0002863455511016696
2.539564891939973,0.00028817611409673874
2.551376821669926,0.0002692654693902313
2.5631887513998795,0.0002976700202716518
2.5750006811298327,0.0002918916189784891
2.586812610859786,0.00031393626494163554
2.5986245405897392,0.0002853072771111717
2.6104364703196925,0.0002920517918943103
2.622248400049646,0.00030239730333933215
2.6340603297795995,0.0002962294600741207
2.6458722595095527,0.00028183570910338357
2.657684189239506,0.00026778104625234346
2.6694961189694597,0.0003072997268718364
2.681308048699413,0.00031806607900607787
2.6931199784293662,0.0003333153022039219
2.7049319081593195,0.0003215830949967604
2.716743837889273,0.0002896055724402624
2.7285557676192265,0.0002769520553624903
2.7403676973491797,0.00027041456373276475
2.752179627079133,0.00025000625655934906
2.7639915568090867,0.0002547973799522946
2.77580348653904,0.00024312310198913197
2.7876154162689932,0.0002476595531967032
2.7994273459989465,0.0002477494586153216
2.8112392757289,0.00024478939501592094
2.8230512054588535,0.00025220385368465546
2.8348631351888067,0.00021358034970696068
2.84667506491876,0.0002373486716009316
2.8584869946487137,0.00022151851517822972
2.870298924378667,0.00023244816798668067
2.8821108541086202,0.0002532978018499232
2.8939227838385735,0.00026117239372820374
2.905734713568527,0.00025237502010019104
2.9175466432984805,0.0002660857807805436
2.9293585730284337,0.00025971469029795023
2.941170502758387,0.0002472578579860397
2.9529824324883402,0.00022794820444154283
2.9647943622182935,0.00023005273719778783
2.9766062919482468,0.00019405031129622358
2.9884182216782,0.00018055049394588427
3.0002301514081537,0.00018897303407010806
3.012042081138107,0.00021015777384988073
3.0238540108680603,0.0002168801079390316
3.0356659405980135,0.00021258885561861135
3.0474778703279672,0.00017732903911646074
3.0592898000579205,0.00022242904677646864
3.0711017297878738,0.00023554479727264782
3.082913659517827,0.0002517618040410427
3.0947255892477807,0.00023477398185397797
3.106537518977734,0.00027964944143132355
3.1183494487076873,0.0002496278179381967
3.1301613784376405,0.00023301874408700808
3.1419733081675942,0.00023934736118041633
